school_name,address,city,county,zip_code,school_nurse,school_type,enrolled,num_immune_mmr,num_exempt_mmr,num_compliance_mmr,num_pbe,num_medical_exempt,num_pbe_exempt_all
SHUMWAY ELEMENTARY SCHOOL,1325 N SHUMWAY AVE,CHANDLER,MARICOPA,85225,NO,PUBLIC,62,60,2,62,3,0,2
SIERRA MIDDLE SCHOOL,5801 S DEL MORAL BLVD,TUCSON,PIMA,85706,YES,PUBLIC,126,126,0,126,1,0,0
SIERRA VERDE ELEMENTARY,7241 W ROSE GARDEN LN,GLENDALE,MARICOPA,85308,YES,PUBLIC,125,120,4,125,4,1,3
SILVESTRE S HERRERA SCHOOL,1350 S 11TH ST,PHOENIX,MARICOPA,85034,YES,PUBLIC,70,70,0,70,0,0,0
SIRRINE ELEMENTARY SCHOOL,591 W MESQUITE ST,CHANDLER,MARICOPA,85225,YES,PUBLIC,61,58,3,61,5,0,0
SKY VIEW ELEMENTARY SCHOOL,8624 W SWEETWATER,PEORIA,MARICOPA,85381,YES,PUBLIC,62,59,3,62,8,0,6
SKYLINE DISTRICT 5,CASA BLANCA & PRESCHOOL RD,BAPCHULE,PINAL,85121,YES,CHARTER,25,25,0,25,0,0,0
SKYLINE RANCH ELEMENTARY,1084 W SAN TAN HILLS DR,QUEEN CREEK,PINAL,   NA,NO,PUBLIC,90,83,2,90,2,1,2
SNOWFLAKE INTERMEDIATE SCHOOL,62 WEST 2ND SOUTH,SNOWFLAKE,NAVAJO,85937,NO,PUBLIC,129,122,7,129,15,0,4
SOLANO SCHOOL,1526 W MISSOURI AVE,PHOENIX,MARICOPA,85015,NO,PUBLIC,92,89,1,90,1,0,1
SOMERTON MIDDLE SCHOOL,1101 N SOMERTON AVE,SOMERTON,YUMA,85350,YES,PUBLIC,338,336,2,338,2,0,0
SONOMA RANCH ELEMENTARY SCHOOL,601 N BISCAYNE DR,GILBERT,MARICOPA,85233,YES,PUBLIC,61,58,3,61,4,0,2
SONORAN FOOTHILLS SCHOOL,32150 N NORTH FOOTHILLS DR,PHOENIX,MARICOPA,85085,YES,PUBLIC,105,97,8,105,12,0,12
SONORAN HEIGHTS ELEMENTARY,11405 N GREER RANCH PKWY,SURPRISE,MARICOPA,85379,YES,PUBLIC,102,99,3,102,11,0,3
SONORAN SCIENCE ACADEMY - PEORIA,17667 N 91ST AVE,PEORIA,MARICOPA,85382,NO,CHARTER,27,26,0,26,7,0,0
SONORAN SCIENCE ACADEMY - PHOENIX,4837 E MCDOWELL RD,PHOENIX,MARICOPA,85008,NO,CHARTER,31,31,0,31,6,0,0
SONORAN SCIENCE ACADEMY - TUCSON,2325 E. SUNSET RD,TUCSON,PIMA,85741,NO,CHARTER,75,73,2,75,8,1,2
SONORAN SCIENCE ACADEMY-DAVIS MONTHAN,5741 E. IRONWOOD ST,TUCSON,PIMA,85708,NO,CHARTER,22,22,0,22,0,0,0
SONORAN SCIENCE ADADEMY - BROADWAY,6880 E BROADWAY BLVD,TUCSON,PIMA,85710,NO,CHARTER,26,26,0,26,0,0,0
SONORAN SKY ELEMENTARY SCHOOL,12990 N 75TH ST,SCOTTSDALE,MARICOPA,85260,YES,PUBLIC,73,73,0,73,3,0,1
SONORAN SKY ELEMENTARY SCHOOL,10150 W MISSOURI AVE,GLENDALE,MARICOPA,85307,YES,PUBLIC,66,63,2,65,2,0,2
SOUSA ELEMENTARY SCHOOL,616 N MOUNTAIN RD,MESA,MARICOPA,85207,YES,PUBLIC,78,75,3,78,5,0,5
SOUTH POINTE PUBLIC JUNIOR HIGH SCHOOL,217 E OLYMPIC DR,PHOENIX,MARICOPA,85020,NO,CHARTER,49,47,1,48,2,2,1
SOUTH VALLEY PREP AND ARTS SCHOOL,7450 S 40TH ST,PHOENIX,MARICOPA,85042,NO,CHARTER,59,57,2,59,2,0,2
SOUTHGATE ACADEMY,850 W VALENCIA RD,TUCSON,PIMA,85706,NO,CHARTER,61,61,0,61,4,0,0
SOUTHSIDE COMMUNITY SCHOOL,2701 S CAMPBELL AVE,TUCSON,PIMA,85713,NO,CHARTER,27,27,0,27,1,0,0
SOUTHWEST ELEMENTARY SCHOOL,1111 W DOBBINS RD,PHOENIX,MARICOPA,85041,YES,PUBLIC,65,65,0,65,0,0,0
SOUTHWESTERN CHRISTIAN SCHOOL,3261 S AVENUE 6 E,YUMA,YUMA,85365,NO,PRIVATE,22,16,0,16,0,0,0
SPECTRUM ELEMENTARY,2846 S SPECTRUM WAY,GILBERT,MARICOPA,85295,YES,PUBLIC,97,93,4,97,4,1,4
ST THERESA LITTLE FLOWER PRESCHOOL,5001 EAST THOMAS ROAD,PHOENIX,MARICOPA,85018,YES,PUBLIC,42,42,0,42,1,0,0
ST. GREGORY CATHOLIC SCHOOL -  PRESCHOOL AND EXTENDED CARE,3440 NORTH 18TH AVENUE,PHOENIX,MARICOPA,85015,NO,PRIVATE,37,37,0,37,0,0,0
ST. JEROME PRESCHOOL,10815 NORTH 35TH AVENUE,PHOENIX,MARICOPA,85029,NO,PRIVATE,25,25,0,25,1,0,0
ST. LOUIS THE KING PRE - KINDERGARTEN AND EXTENDED DAY,4331 WEST MARYLAND AVENUE,GLENDALE,MARICOPA,85301,NO,PRIVATE,26,26,0,26,0,0,0
ST. THOMAS AQUINAS PRESCHOOL,13720 WEST THOMAS ROAD,AVONDALE,MARICOPA,85392,YES,PRIVATE,49,48,1,49,2,0,1
STANFIELD ELEMENTARY SCHOOL,515 S STANFIELD RD,STANFIELD,PINAL,85172,NO,PUBLIC,55,55,0,55,0,0,0
STARLINE ELEMENTARY SCHOOL,3150 STARLINE DR,LAKE HAVASU CITY,MOHAVE,86406,NO,PUBLIC,93,88,5,93,11,0,4
STEPPING STONES ACADEMY,35812 N 7TH ST,PHOENIX,MARICOPA,85086,NO,CHARTER,28,23,5,28,5,0,5
STETSON HILLS ELEMENTARY,25475 N STETSON HILLS LOOP RD,GLENDALE,MARICOPA,85083,YES,PUBLIC,127,123,4,127,8,0,2
STEVEN R JASINSKI ELEMENTARY SCHOOL,4280 S 246TH AVE,BUCKEYE,MARICOPA,85326,NO,PUBLIC,54,51,2,54,2,0,1
STEVENSON ELEMENTARY SCHOOL,638 S 96TH ST,MESA,MARICOPA,85208,YES,PUBLIC,112,111,1,112,1,1,0
SUMMIT ACADEMY,1560 W SUMMIT PL,CHANDLER,MARICOPA,85224,YES,PUBLIC,79,76,3,79,5,0,0
SUMMIT SCHOOL OF AHWATUKEE,4515 E MUIRWOOD DR,PHOENIX,MARICOPA,85048,NO,PRIVATE,25,24,1,25,1,0,1
SUMMIT VIEW ELEMENTARY,1900 E SUMMIT ST,TUCSON,PIMA,85756,YES,PUBLIC,77,77,0,77,0,0,0
SUN VALLEY CHARTER SCHOOL,"5806 S 35TH AVE, BLDG E",PHOENIX,MARICOPA,85041,NO,CHARTER,24,24,0,24,0,0,0
SUN VALLEY ELEMENTARY SCHOOL,8361 N 95TH AVE,PEORIA,MARICOPA,85345,YES,PUBLIC,109,107,2,109,20,0,20
SUNBURST ELEMENTARY SCHOOL,14218 N 47TH AVE,GLENDALE,MARICOPA,85306,NO,PUBLIC,93,92,1,93,2,0,1
SUNDANCE ELEMENTARY SCHOOL,7051 W CHOLLA ST,PEORIA,MARICOPA,85345,YES,PUBLIC,82,81,1,82,1,0,0
SUNDANCE ELEMENTARY SCHOOL,23800 W HADLEY ST,BUCKEYE,MARICOPA,85326,NO,PUBLIC,78,77,1,78,1,1,1
SUNLAND ELEMENTARY SCHOOL,5401 S 7TH AVE,PHOENIX,MARICOPA,85041,NO,PUBLIC,57,57,0,57,0,0,0
SUNNYSLOPE ELEMENTARY SCHOOL,240 E VOGEL AVE,PHOENIX,MARICOPA,85020,NO,PUBLIC,99,98,1,99,3,0,0
SUNRISE ELEMENTARY SCHOOL,17624 N 31ST AVE,PHOENIX,MARICOPA,85053,NO,PUBLIC,67,67,0,67,5,0,0
SUNSET CANYON SCHOOL,2727 E SIESTA LN,PHOENIX,MARICOPA,85050,NO,PUBLIC,72,71,1,72,1,0,1
SUNSET HEIGHTS ELEMENTARY SCHOOL,9687 W ADAM AVE,PEORIA,MARICOPA,85382,YES,PUBLIC,121,120,1,121,5,5,0
SUNSET HILLS ELEMENTARY,17825 WEST SIERRA MONTANA LOOP,SURPRISE,MARICOPA,85388,NO,PUBLIC,152,146,6,152,6,0,3
SUNSET RIDGE ELEMENTARY,8490 W MISSOURI AVE,GLENDALE,MARICOPA,85305,NO,PUBLIC,87,87,0,87,3,0,3
SUNSET RIDGE ELEMENTARY,35707 N 33RD LN,PHOENIX,MARICOPA,85086,NO,PUBLIC,85,72,11,83,11,0,11
SUNSET SCHOOL,4626 W MOUNTAIN VIEW RD,GLENDALE,MARICOPA,85302,YES,PUBLIC,90,90,0,90,2,2,0
SUNSET VISTA ELEMENTARY,7775 W ORANGEWOOD AVE,GLENDALE,MARICOPA,85303,YES,PUBLIC,90,89,1,90,1,1,0
SUPERSTITION SPRINGS ELEMENTARY,7125 E MONTEREY AVE,MESA,MARICOPA,85209,YES,PUBLIC,111,104,7,111,15,0,5
SURPRISE ELEMENTARY SCHOOL,12907 W GREENWAY RD,EL MIRAGE,MARICOPA,85335,YES,PUBLIC,104,102,2,104,3,0,2
SWEETWATER SCHOOL,4602 W SWEETWATER AVE,GLENDALE,MARICOPA,85304,YES,PUBLIC,61,61,0,61,3,0,0
SYSTEM PHOENIX,1301 E ALMERIA RD,PHOENIX,MARICOPA,85006,NO,CHARTER,26,25,1,26,7,0,1
T DALE HANCOCK ELEMENTARY,2425 S PLEASANT DR,CHANDLER,MARICOPA,85286,NO,PUBLIC,111,105,6,111,13,0,2
T G BARR SCHOOL,2041 E VINEYARD RD,PHOENIX,MARICOPA,85042,NO,PUBLIC,63,61,2,63,2,0,2
T.E.S.D.#17 - PORFIRIO H GONZALES,9401 WEST GARFIELD STREET,TOLLESON,MARICOPA,85353,YES,PUBLIC,97,81,4,85,4,0,4
T.U.S.D.#1 - C. E. ROSE PRESCHOOL PROGRAM,710 WEST MICHIGAN DRIVE,TUCSON,PIMA,85714,YES,PUBLIC,86,86,0,86,0,0,0
TAFT ELEMENTARY SCHOOL,9800 E QUARTERLINE RD,MESA,MARICOPA,85207,YES,PUBLIC,80,79,1,80,2,3,0
TANQUE VERDE ELEMENTARY SCHOOL,2600 N FENNIMORE AVE,TUCSON,PIMA,85749,YES,PUBLIC,115,111,4,115,6,0,4
TARTESSO ELEMENTARY SCHOOL,29677 W INDIANOLA RD,BUCKEYE,MARICOPA,85322,NO,PUBLIC,66,64,2,66,3,0,2
TAYLOR INTERMEDIATE SCHOOL,207 N 500 WEST,TAYLOR,NAVAJO,85939,NO,PUBLIC,57,53,3,57,7,0,3
TELESIS PREPARATORY,2598 STARLITE LN,LAKE HAVASU CITY,MOHAVE,86403,NO,CHARTER,60,57,0,57,1,1,1
TEMPE ACADEMY OF INTERNATIONAL STUDIES MCKEMY CAMPUS,2250 S COLLEGE AVE,TEMPE,MARICOPA,85282,NO,PUBLIC,116,113,3,116,5,2,5
TEMPE PREPARATORY ACADEMY,1251 E SOUTHERN AVE,TEMPE,MARICOPA,85282,NO,CHARTER,68,60,2,64,2,2,2
TERRAMAR ELEMENTARY,7000 W HAPPY VALLEY RD,PEORIA,MARICOPA,85383,YES,PUBLIC,119,117,2,119,5,1,3
THATCHER ELEMENTARY SCHOOL,1350 N 4TH AVE,THATCHER,GRAHAM,85552,YES,PUBLIC,149,138,11,149,15,1,14
THE BEREAN ACADEMY,4699 E HIGHWAY 90,SIERRA VISTA,COCHISE,85635,NO,CHARTER,30,28,0,28,0,0,0
THE GREGORY SCHOOL,3231 N CRAYCROFT RD,TUCSON,PIMA,85712,NO,PRIVATE,37,34,1,37,2,0,1
THE PAIDEIA ACADEMY OF SOUTH PHOENIX,7777 S 15TH TER,PHOENIX,MARICOPA,85042,YES,CHARTER,57,57,0,57,2,0,2
THOMAS A EDISON SCHOOL,804 N 18TH ST,PHOENIX,MARICOPA,85006,YES,PUBLIC,64,63,1,64,0,1,1
THOMPSON RANCH ELEMENTARY,11800 W THOMPSON RANCH RD,EL MIRAGE,MARICOPA,85335,YES,PUBLIC,94,94,0,94,1,0,0
THORNYDALE ELEMENTARY SCHOOL,7751 N OLDFATHER RD,TUCSON,PIMA,85741,NO,PUBLIC,51,51,0,51,2,0,2
TONALEA ELEMENTARY SCHOOL,6720 E CONTINENTAL DR,SCOTTSDALE,MARICOPA,85257,YES,PRIVATE,154,152,2,154,2,0,1
TOWN & COUNTRY ELEMENTARY SCHOOL,1313 S LENZNER AVE,SIERRA VISTA,COCHISE,85635,YES,PUBLIC,58,58,0,58,2,0,2
TRAILSIDE POINT ELEMENTARY,7272 W VINEYARD RD,LAVEEN,MARICOPA,85339,NO,PUBLIC,98,94,3,98,3,0,2
TRES RIOS ELEMENTARY SCHOOL,5025 S 103RD AVE,TOLLESON,MARICOPA,85353,YES,PUBLIC,95,94,1,95,2,0,1
TRINITY CHRISTIAN SCHOOL,1071 MOGOLLON RD,PRESCOTT,YAVAPAI,86301,NO,PRIVATE,21,14,7,21,9,0,6
TRIVIUM PREPARATORY ACADEMY,925 N SARIVAL AVE,GOODYEAR,MARICOPA,   NA,YES,CHARTER,152,148,4,152,10,2,2
TSAILE ELEMENTARY SCHOOL,RTE 12,TSAILE,APACHE,86556,NO,PUBLIC,32,32,0,32,0,0,0
TSEHOOTSOOI INTERMEDIATE LEARNING CENTER,NAVAJO ROUTE 7,FORT DEFIANCE,APACHE,86504,NO,PUBLIC,156,156,0,156,0,0,0
TUBA CITY JUNIOR HIGH SCHOOL,EAST FIR STREET,TUBA CITY,COCONINO,86045,YES,PUBLIC,96,96,0,96,0,0,0
TUCSON COUNTRY DAY SCHOOL,9239 E WRIGHTSTOWN RD,TUCSON,PIMA,85715,NO,CHARTER,80,80,0,80,1,0,0
TUCSON INTERNATIONAL ACADEMY MIDVALE,1625 W VALENCIA RD #109,TUCSON,PIMA,85746,NO,CHARTER,23,23,0,23,0,0,0
TUMBLEWEED ELEMENTARY SCHOOL,4001 W LAUREL LN,PHOENIX,MARICOPA,85029,NO,PUBLIC,65,65,0,65,2,0,0
TWIN PEAKS ELEMENTARY SCHOOL,7995 W TWIN PEAKS RD,TUCSON,PIMA,85743,YES,PUBLIC,77,76,0,76,5,2,3
UTTERBACK MIDDLE SCHOOL,3233 S PINAL VISTA,TUCSON,PIMA,85713,YES,PUBLIC,123,123,0,123,0,0,0
V H LASSEN ELEMENTARY SCHOOL,909 W VINEYARD RD,PHOENIX,MARICOPA,85041,NO,PUBLIC,49,46,1,49,0,0,0
VAIL ACADEMY & HIGH SCHOOL,7762 E SCIENCE PARK DR,TUCSON,PIMA,85747,NO,CHARTER,51,51,0,51,3,0,0
VAIL INNOVATION CENTER,10775 E MARY ANN CLEVELAND WAY,TUCSON,PIMA,85747,NO,PUBLIC,29,28,1,29,2,0,1
VAL VISTA ACADEMY - A BALL CHARTER SCHOOL,4120 S VAL VISTA DR,GILBERT,MARICOPA,85297,NO,CHARTER,23,23,0,23,5,0,5
VAL VISTA LAKES ELEMENTARY SCHOOL,1030 N BLUE GROTTO DR,GILBERT,MARICOPA,85234,YES,PUBLIC,82,82,0,82,2,0,0
VALENCIA MIDDLE SCHOOL,4400 W IRVINGTON RD,TUCSON,PIMA,85746,YES,PUBLIC,323,322,1,323,2,1,0
VALLEY ACADEMY,1520 WEST ROSE GARDEN LANE,PHOENIX,MARICOPA,85027,YES,PUBLIC,76,73,3,76,7,0,2
VALLEY HORIZON ELEMENTARY SCHOOL,4501 W 20TH ST,YUMA,YUMA,85364,NO,PUBLIC,92,91,1,92,1,0,1
VALLEY VIEW SCHOOL,8220 S 7TH AVE,PHOENIX,MARICOPA,85041,YES,PUBLIC,79,78,0,78,1,0,1
VERITAS PREPARATORY ACADEMY,3102 N 56TH ST,PHOENIX,MARICOPA,85018,NO,CHARTER,123,119,4,123,4,4,4
VERRADO HERITAGE ELEMENTARY SCHOOL,20895 W HAMILTON ST,BUCKEYE,MARICOPA,85396,NO,PUBLIC,122,111,8,122,8,0,5
VERRADO MIDDLE SCHOOL,20880 W MAIN ST,BUCKEYE,MARICOPA,85396,YES,PUBLIC,289,272,11,283,11,0,8
VILLA DE PAZ ELEMENTARY SCHOOL,4940 N 103RD AVE,PHOENIX,MARICOPA,85037,NO,PUBLIC,81,81,0,81,2,0,2
VILLA MONTESSORI - MAIN CAMPUS WA,4535 N 28TH ST,PHOENIX,MARICOPA,   NA,NO,CHARTER,55,49,3,52,3,0,3
VILLAGE MEADOWS ELEMENTARY SCHOOL,905 EL CAMINO REAL,SIERRA VISTA,COCHISE,85635,YES,PUBLIC,63,62,1,63,2,0,1
VILLAGE MEADOWS ELEMENTARY SCHOOL,2020 W MORNINGSIDE DR,PHOENIX,MARICOPA,85023,YES,PUBLIC,65,63,2,65,4,0,2
VILLAGO MIDDLE SCHOOL,574 E LAKESIDE PKWY,CASA GRANDE,PINAL,85222,YES,PUBLIC,305,302,2,304,1,0,1
VISTA DEL SUR TRADITIONAL SCHOOL,3908 W SOUTH MOUNTAIN AVE,LAVEEN,MARICOPA,85339,NO,PUBLIC,92,91,1,92,4,0,0
VISTA GROVE PREPARATORY ACADEMY - ELEMENTARY,2929 E MCKELLIPS RD,MESA,MARICOPA,   NA,NO,CHARTER,40,35,2,39,2,1,2
VISTANCIA ELEMENTARY SCHOOL,30009 N SUNSET POINT,PEORIA,MARICOPA,85383,YES,PUBLIC,122,121,1,122,16,0,0
VULTURE PEAK MIDDLE SCHOOL,920 S VULTURE MINE RD,WICKENBURG,MARICOPA,85390,NO,PUBLIC,73,72,0,72,0,3,0
WADE CARPENTER MIDDLE SCHOOL,595 W KINO ST,NOGALES,SANTA CRUZ,85621,YES,PUBLIC,201,200,1,201,1,0,0
WALKER BUTTE K-8,29897 N DESERT WILLOW BLVD,QUEEN CREEK,PINAL,85143,NO,PUBLIC,55,55,0,55,5,0,0
WALLACE JR HIGH SCHOOL,1320 18TH ST,PARKER,LA PAZ,85344,NO,PUBLIC,136,133,3,136,0,0,3
WALTER DOUGLAS ELEMENTARY SCHOOL,3302 N FLOWING WELLS RD,TUCSON,PIMA,85705,NO,PUBLIC,87,86,1,87,1,0,1
WARD TRADITIONAL ACADEMY,1965 E HERMOSA DR,TEMPE,MARICOPA,85282,YES,PUBLIC,46,43,3,46,8,0,2
WASHINGTON ELEMENTARY SCHOOL,2260 W ISABELLA AVE,MESA,MARICOPA,85202,YES,PUBLIC,76,74,2,76,6,0,5
WASHINGTON ELEMENTARY SCHOOL,8033 N 27TH AVE,PHOENIX,MARICOPA,85051,YES,PUBLIC,109,109,0,109,1,0,0
WASHINGTON SCHOOL,300 W OAK ST,WINSLOW,NAVAJO,86047,NO,PUBLIC,156,156,0,156,4,0,0
WEBSTER ELEMENTARY SCHOOL,202 N SYCAMORE,MESA,MARICOPA,85201,YES,PUBLIC,96,94,2,96,3,1,2
WEINBERG ELEMENTARY SCHOOL,21221 S VAL VISTA RD,CHANDLER,MARICOPA,85298,NO,PUBLIC,124,117,7,124,9,0,3
WELLTON ELEMENTARY SCHOOL,29126 SAN JOSE AVE,WELLTON,YUMA,85356,NO,PUBLIC,25,14,0,19,0,0,0
WEST ELEMENTARY SCHOOL,460 S 7TH ST,COOLIDGE,PINAL,85228,YES,PUBLIC,117,117,0,117,1,0,0
WEST POINT ELEMENTARY,13700 W GREENWAY RD,SURPRISE,MARICOPA,85374,YES,PUBLIC,80,79,1,80,4,0,1
WEST VALLEY CHRISTIAN SCHOOL,16260 W VAN BUREN ST,GOODYEAR,MARICOPA,85338,NO,PRIVATE,23,20,3,23,0,0,3
WEST WING SCHOOL,26716 NORTH HIGH DESERT DRIVE,PEORIA,MARICOPA,85383,YES,PUBLIC,135,131,4,135,11,1,5
WESTAR ELEMENTARY SCHOOL,17777 W WESTAR DR,GOODYEAR,MARICOPA,85338,NO,PUBLIC,62,54,8,62,14,0,0
WESTERN PEAKS ELEMENTARY,18063 W SURPRISE FARMS LOOP SOUTH,SURPRISE,MARICOPA,85388,YES,PUBLIC,117,110,7,117,15,0,7
WESTERN SKY MIDDLE SCHOOL,4095 N 144TH AVE,GOODYEAR,MARICOPA,85395,YES,PUBLIC,348,335,9,344,11,0,7
WESTLAND SCHOOL BRIGHTON CAMPUS,8632 W NORTHERN AVE,GLENDALE,MARICOPA,85305,NO,CHARTER,25,23,0,23,1,0,1
WESTPARK ELEMENTARY SCHOOL,2700 S 257TH DR,BUCKEYE,MARICOPA,85326,YES,PUBLIC,80,80,0,80,2,0,0
WESTWIND PRIMARY,9040 W CAMPBELL AVE,PHOENIX,MARICOPA,85037,NO,PUBLIC,127,126,1,127,1,0,1
WHISPERING WIND ACADEMY,15844 N 43RD ST,PHOENIX,MARICOPA,85032,YES,PUBLIC,89,85,4,89,12,0,2
WHITMAN ELEMENTARY SCHOOL,1829 N GRAND,MESA,MARICOPA,85201,YES,PUBLIC,84,83,0,83,1,1,1
WHITTIER ELEMENTARY SCHOOL,733 N LONGMORE,MESA,MARICOPA,85201,YES,PUBLIC,69,68,1,69,2,1,1
WHITTIER ELEMENTARY SCHOOL,2000 N 16TH ST,PHOENIX,MARICOPA,85006,YES,PUBLIC,43,43,0,43,0,0,0
WIGWAM CREEK MIDDLE SCHOOL,4510 N 127TH AVE,LITCHFIELD PARK,MARICOPA,85340,YES,PUBLIC,351,340,11,351,21,0,8
WILDFIRE ELEMENTARY,3997 E LOCKWOOD DR,PHOENIX,MARICOPA,85050,YES,PUBLIC,124,117,7,124,16,0,16
WILDFLOWER SCHOOL,325 S WILDFLOWER DR,GOODYEAR,MARICOPA,85338,YES,PUBLIC,41,40,1,41,3,0,1
WILLCOX ELEMENTARY SCHOOL,501 W DELOS ST,WILLCOX,COCHISE,85643,YES,PUBLIC,74,73,1,74,1,0,1
WILLIAM R SULLIVAN ELEMENTARY SCHOOL,2 N 31ST AVE,PHOENIX,MARICOPA,85009,NO,PUBLIC,72,72,0,72,0,0,0
WILLIAM T MACHAN ELEMENTARY SCHOOL,2140 E VIRGINIA AVE,PHOENIX,MARICOPA,85006,YES,PUBLIC,54,54,0,54,0,0,0
WILLIAMS ELEMENTARY/MIDDLE SCHOOL,601 N 7TH ST,WILLIAMS,COCONINO,86046,NO,PUBLIC,54,54,0,54,1,0,0
WILSON ELEMENTARY SCHOOL,2929 E FILLMORE ST,PHOENIX,MARICOPA,85008,NO,PUBLIC,139,138,0,138,0,0,0
WINIFRED HARELSON ELEMENTARY SCHOOL,826 W CHAPALA DR,TUCSON,PIMA,85704,NO,PUBLIC,62,59,3,62,60,4,2
YOUNG SCHOLARS ACADEMY,1501 E VALENCIA RD,BULLHEAD CITY,MOHAVE,86426,NO,CHARTER,47,46,1,47,3,0,0
YUMA LUTHERAN SCHOOL,2555 ENGLER AVE,YUMA,YUMA,85365,YES,PRIVATE,48,48,0,48,0,0,0
ZUNI HILLS ELEMENTARY SCHOOL,10851 W WILLIAMS RD,PEORIA,MARICOPA,85373,YES,PUBLIC,131,128,3,131,11,0,1
